,abv,brewery_location,brewery_name,ibu,id,name,size,style
2167,6.8%,"Jackson, WY",Snake River Brewing Company,60,393,Pako’s EyePA,12 oz.,American IPA
2168,6.6%,"Lancaster, PA",Lancaster Brewing Company,30,392,Rumspringa Golden Bock,12 oz.,Maibock / Helles Bock
2169,9.0%,"Longmont, CO",Oskar Blues Brewery,60,391,One Hit Wonder,12 oz.,American Double / Imperial IPA
2170,6.2%,"Battle Creek, MI",Arcadia Brewing Company,17,390,Whitsun,12 oz.,American Pale Wheat Ale
2171,5.3%,"Aurora, IN",Great Crescent Brewery,22,389,Great Crescent Blonde Ale (2011),16 oz.,American Blonde Ale
2172,8.7%,"Longmont, CO",Oskar Blues Brewery,85,388,G'KNIGHT (12 oz.),12 oz.,American Double / Imperial IPA
2173,5.5%,"Grand Rapids, MI",Brewery Vivant,N/A,387,Farm Hand,16 oz.,Saison / Farmhouse Ale
2174,4.2%,"Durango, CO",Ska Brewing Company,18,386,Mexican Logger,12 oz.,American Pale Lager
2175,6.0%,"Grand Rapids, MI",Brewery Vivant,N/A,385,Solitude,16 oz.,Belgian Pale Ale
2176,6.5%,"Grand Rapids, MI",Brewery Vivant,N/A,384,Triomphe,16 oz.,Belgian IPA
2177,7.3%,"Reno, NV",Buckbean Brewing Company,85,383,Black Adder IBA (Current),16 oz.,American Black Ale
2178,5.3%,"Elmira, NY",Upstate Brewing Company,22,382,Common Sense Kentucky Common Ale,16 oz.,American Brown Ale
2179,6.5%,"Elmira, NY",Upstate Brewing Company,70,381,Upstate I.P.W.,12 oz.,American IPA
2180,8.0%,"Waterbury, VT",The Alchemist,120,379,Heady Topper,16 oz.,American Double / Imperial IPA
2181,6.0%,"Davenport, IA",Great River Brewery,36,371,Redband Stout,16 oz.,American Stout
2182,4.8%,"Crozet, VA",Starr Hill Brewery,12,369,Festie,12 oz.,Märzen / Oktoberfest
2183,6.5%,"Crozet, VA",Starr Hill Brewery,52,368,Northern Lights India Pale Ale,12 oz.,American IPA
2184,7.0%,"Boonville, CA",Anderson Valley Brewing Company,80,367,Hop Ottin' IPA (2011),12 oz.,American IPA
2185,6.0%,"Lake Barrington, IL",Wild Onion Brewing Company,23,366,Jack Stout,12 oz.,Oatmeal Stout
2186,4.8%,"Royal Oak, MI",MillKing It Productions,N/A,365,BRIK Irish Red Ale,16 oz.,Irish Red Ale
2187,???,"Houghton, MI",Keweenaw Brewing Company,N/A,364,Olde Ore Dock Scottish Ale,12 oz.,Scottish Ale
2188,5.0%,"Rochester, MI",Rochester Mills Brewing Company,N/A,363,Milkshake Stout,16 oz.,Milk / Sweet Stout
2189,5.0%,"San Diego, CA",TailGate Beer,19,362,Blacktop Blonde,12 oz.,American Blonde Ale
2190,4.9%,"San Diego, CA",TailGate Beer,28,361,TailGate Hefeweizen,12 oz.,Hefeweizen
2191,5.1%,"South Burlington, VT",Magic Hat Brewing Company,20,360,#9,12 oz.,Fruit / Vegetable Beer
2192,3.8%,"Nantucket, MA",Cisco Brewers,N/A,359,Sankaty Light Lager,12 oz.,Light Lager
2193,6.7%,"Tempe, AZ",Four Peaks Brewing Company,47,358,Hop Knot IPA,12 oz.,American IPA
2194,5.4%,"Stevens Point, WI",Stevens Point Brewery,32,357,2012 Black Ale,12 oz.,American Brown Ale
2195,5.2%,"Edwards, CO",Crazy Mountain Brewing Company,25,356,Crazy Mountain Amber Ale,12 oz.,American Amber / Red Ale
2196,6.1%,"Flagstaff, AZ",Lumberyard Brewing Company,N/A,355,Lumberyard IPA,12 oz.,American IPA
2197,4.4%,"San Francisco, CA",21st Amendment Brewery,42,353,Bitter American (2011),12 oz.,American Pale Ale (APA)
2198,6.0%,"Chicago, IL",Half Acre Beer Company,N/A,352,Over Ale,16 oz.,American Brown Ale
2199,5.5%,"Chicago, IL",Finch's Beer Company,N/A,351,Cut Throat Pale Ale (2011),16 oz.,American Pale Ale (APA)
2200,4.7%,"Chicago, IL",Finch's Beer Company,N/A,350,Golden Wing Blonde Ale,16 oz.,American Blonde Ale
2201,6.8%,"Soldotna, AK",Kenai River Brewing Company,N/A,349,Sunken Island IPA,12 oz.,American IPA
2202,5.8%,"Soldotna, AK",Kenai River Brewing Company,N/A,348,Skilak Scottish Ale (2011),12 oz.,Scottish Ale
2203,6.4%,"Santa Cruz, CA",Uncommon Brewers,N/A,347,Golden State Ale,16 oz.,Belgian Pale Ale
2204,7.8%,"Santa Cruz, CA",Uncommon Brewers,N/A,346,Baltic Porter,16 oz.,Baltic Porter
2205,6.7%,"Boulder, CO",Upslope Brewing Company,N/A,345,Upslope Brown Ale,12 oz.,English Brown Ale
2206,4.0%,"Midvale, UT",Bohemian Brewery,N/A,344,Cherny Bock,12 oz.,Schwarzbier
2207,6.2%,"Austin, TX",Austin Beerworks,N/A,343,Fire Eagle IPA,12 oz.,American IPA
2208,5.1%,"Austin, TX",Austin Beerworks,N/A,342,Peacemaker,12 oz.,American Pale Ale (APA)
2209,5.3%,"Austin, TX",Austin Beerworks,N/A,341,Pearl-Snap,12 oz.,German Pilsener
2210,5.2%,"Austin, TX",Austin Beerworks,N/A,340,Black Thunder,12 oz.,Schwarzbier
2211,5.8%,"Woodinville, WA",Redhook Brewery,27,339,Copper Hook (2011),12 oz.,American Amber / Red Ale
2212,5.5%,"North Conway, NH",Moat Mountain Smoke House & Brew...,N/A,337,Boneshaker Brown Ale,24 oz.,English Brown Ale
2213,5.6%,"North Conway, NH",Moat Mountain Smoke House & Brew...,N/A,336,Iron Mike Pale Ale,24 oz.,American Pale Ale (APA)
2214,???,"Prescott, AZ",Prescott Brewing Company,N/A,335,Ponderosa IPA,12 oz.,American IPA
2215,4.5%,"Lake Barrington, IL",Wild Onion Brewing Company,N/A,334,Wild Onion Pumpkin Ale (2010),12 oz.,Pumpkin Ale
2216,7.5%,"Brooklyn Center, MN",Surly Brewing Company,90,329,WET,16 oz.,American IPA
2217,4.5%,"Brooklyn, NY",Brooklyn Brewery,N/A,328,Brooklyn Summer Ale (2011),12 oz.,English Pale Mild Ale
2218,5.0%,"Flagstaff, AZ",Mogollon Brewing Company,N/A,327,Wapiti Amber Ale,12 oz.,American Amber / Red Ale
2219,4.2%,"Lake Havasu City, AZ",Mudshark Brewing Company,N/A,326,Up River Light,12 oz.,Light Lager
2220,7.2%,"Pinedale, WY",Wind River Brewing Company,N/A,324,Wyoming Pale Ale,16 oz.,American Pale Ale (APA)
2221,5.0%,"Pinedale, WY",Wind River Brewing Company,N/A,323,Wind River Blonde Ale,16 oz.,American Blonde Ale
2222,7.9%,"San Francisco, CA",21st Amendment Brewery,45,321,Fireside Chat (2010),12 oz.,Winter Warmer
2223,8.8%,"Woodbridge, CT",New England Brewing Company,85,320,Gandhi-Bot Double IPA (12 oz.),12 oz.,American Double / Imperial IPA
2224,5.1%,"Astoria, OR",Fort George Brewery,N/A,319,1811 Lager,16 oz.,American Amber / Red Lager
2225,7.4%,"Astoria, OR",Fort George Brewery,97,318,Vortex IPA,16 oz.,American IPA
2226,7.0%,"Chandler, AZ",SanTan Brewing Company,85,317,Hop Shock IPA (2010),12 oz.,American IPA
2227,7.0%,"Providence, RI",Narragansett Brewing Company,22,316,Narragansett Porter,16 oz.,American Porter
2228,6.5%,"Providence, RI",Narragansett Brewing Company,32,315,Narragansett Bock,16 oz.,Bock
2229,5.5%,"Providence, RI",Narragansett Brewing Company,15,314,Narragansett Fest Lager,16 oz.,Märzen / Oktoberfest
2230,5.5%,"Lahaina, HI",Maui Brewing Company,15,313,Mana Wheat,12 oz.,American Pale Wheat Ale
2231,9.3%,"Birmingham, AL",Good People Brewing Company,103,312,Snake Handler Double IPA,12 oz.,American Double / Imperial IPA
2232,6.0%,"Birmingham, AL",Good People Brewing Company,54,311,Coffee Oatmeal Stout,12 oz.,Oatmeal Stout
2233,6.0%,"Birmingham, AL",Good People Brewing Company,64,309,Good People IPA,12 oz.,American IPA
2234,5.8%,"Birmingham, AL",Good People Brewing Company,36,308,Good People American Brown Ale,12 oz.,American Brown Ale
2235,???,"Santa Fe, NM",Santa Fe Brewing Company,N/A,307,Santa Fe Oktoberfest,12 oz.,Märzen / Oktoberfest
2236,8.0%,"Santa Fe, NM",Santa Fe Brewing Company,N/A,305,Imperial Java Stout,12 oz.,Russian Imperial Stout
2237,5.5%,"Santa Fe, NM",Santa Fe Brewing Company,N/A,304,Freestyle Pilsner,12 oz.,German Pilsener
2238,5.0%,"Chandler, AZ",SanTan Brewing Company,15,286,SanTan HefeWeizen (2010),12 oz.,Hefeweizen
2239,5.5%,"Chandler, AZ",SanTan Brewing Company,45,285,Devil’s Ale (2010),12 oz.,American Pale Ale (APA)
2240,???,"Royal Oak, MI",MillKing It Productions,N/A,273,AXL Pale Ale,16 oz.,American Pale Ale (APA)
2241,6.9%,"Spearfish, SD",Crow Peak Brewing Company,N/A,272,Pile O'Dirt Porter,12 oz.,American Porter
2242,6.0%,"Spearfish, SD",Crow Peak Brewing Company,N/A,271,11th Hour IPA,12 oz.,American IPA
2243,6.2%,"Paonia, CO",Revolution Brewing,N/A,220,Colorado Red Ale,12 oz.,American Amber / Red Ale
2244,???,"Paonia, CO",Revolution Brewing,N/A,219,Miner's Gold,12 oz.,American Blonde Ale
2245,6.6%,"Santa Fe, NM",Santa Fe Brewing Company,N/A,217,Happy Camper IPA,12 oz.,American IPA
2246,5.4%,"Indianapolis, IN",Sun King Brewing Company,23,213,Wee Mac Scottish-Style Ale,16 oz.,Scottish Ale
2247,4.2%,"Silverton, CO",Silverton Brewery,N/A,212,Bear Ass Brown,12 oz.,American Brown Ale
2248,4.8%,"Lancaster, PA",Lancaster Brewing Company,28,195,Lancaster German Style Kölsch,12 oz.,Kölsch
2249,6.2%,"Denver, CO",Breckenridge Brewery,68,193,Lucky U IPA,12 oz.,American IPA
2250,5.0%,"Boston, MA",Harpoon Brewery,28,192,Harpoon Summer Beer (2010),12 oz.,Kölsch
2251,5.3%,"Davenport, IA",Great River Brewery,48,190,483 Pale Ale (2010),16 oz.,American Pale Ale (APA)
2252,5.4%,"Davenport, IA",Great River Brewery,30,189,Roller Dam Red Ale (2010),16 oz.,Irish Red Ale
2253,5.8%,"Dillon, CO",Pug Ryan's Brewery,21,188,Pallavicini Pilsner (2009),12 oz.,Czech Pilsener
2254,6.5%,"Washington, DC",DC Brau Brewing Company,80,186,The Corruption,12 oz.,American IPA
2255,7.0%,"Washington, DC",DC Brau Brewing Company,N/A,185,The Citizen,12 oz.,Belgian Pale Ale
2256,6.0%,"Washington, DC",DC Brau Brewing Company,N/A,184,The Public,12 oz.,American Pale Ale (APA)
2257,4.9%,"Lewiston, ME",Baxter Brewing Company,28,183,Pamola Xtra Pale Ale,12 oz.,American Pale Ale (APA)
2258,6.9%,"Lewiston, ME",Baxter Brewing Company,69,182,Stowaway IPA,12 oz.,American IPA
2259,4.8%,"Belt, MT",Harvest Moon Brewing Company,N/A,181,Beltian White,12 oz.,Witbier
2260,4.2%,"Middleton, WI",Capital Brewery,N/A,180,Island Wheat,12 oz.,American Pale Wheat Ale
2261,6.0%,"Tempe, AZ",Four Peaks Brewing Company,21,179,Kilt Lifter Scottish-Style Ale (2009),12 oz.,Scottish Ale
2262,5.2%,"Tempe, AZ",Four Peaks Brewing Company,N/A,178,Sunbru Kölsch,12 oz.,Kölsch
2263,5.6%,"Libertyville, IL",Mickey Finn's Brewery,N/A,174,Mickey Finn's Amber Ale,12 oz.,American Amber / Red Ale
2264,6.8%,"San Francisco, CA",21st Amendment Brewery,65,173,Back in Black,12 oz.,American Black Ale
2265,4.8%,"Milwaukee, WI",Milwaukee Brewing Company,18,172,Flaming Damsel Lager (2010),16 oz.,Vienna Lager
2266,5.1%,"Milwaukee, WI",Milwaukee Brewing Company,24,171,Louie’s Demise Immort-Ale (2010),16 oz.,American Amber / Red Ale
2267,6.3%,"Oklahoma City, OK",COOP Ale Works,35,170,Native Amber (2013),16 oz.,American Amber / Red Ale
2268,5.3%,"Oklahoma City, OK",COOP Ale Works,25,169,Horny Toad Cerveza (2013),16 oz.,American Blonde Ale
2269,4.7%,"Missoula, MT",Big Sky Brewing Company,N/A,168,Summer Honey,12 oz.,American Blonde Ale
2270,5.8%,"Pottstown, PA",Sly Fox Brewing Company,25,166,Oktoberfest Lager,12 oz.,Märzen / Oktoberfest
2271,4.6%,"Myrtle Beach, SC",New South Brewing Company,N/A,165,White Ale,12 oz.,Witbier
2272,4.5%,"Whitefish, MT",Great Northern Brewing Company,15,164,Black Star Double Hopped Golden Lager (12 oz.),12 oz.,American Pale Lager
2273,5.6%,"Lake Barrington, IL",Wild Onion Brewing Company,41,162,Paddy Pale Ale,12 oz.,American Pale Ale (APA)
2274,6.0%,"Silverton, CO",Silverton Brewery,N/A,161,Red Mountain Ale,12 oz.,American Amber / Red Ale
2275,6.8%,"Silverton, CO",Silverton Brewery,N/A,160,Ice Pick Ale,12 oz.,American IPA
2276,5.0%,"Missoula, MT",Big Sky Brewing Company,40,159,Scape Goat Pale Ale (2010),12 oz.,English Pale Ale
2277,7.0%,"Rochester, MI",Rochester Mills Brewing Company,N/A,158,Cornerstone IPA,16 oz.,American IPA
2278,5.5%,"Utica, NY",Matt Brewing Company,N/A,150,Saranac Pale Ale (12 oz.),12 oz.,English Pale Ale
2279,4.2%,"Chicago, IL",Half Acre Beer Company,N/A,149,Gossamer Golden Ale,16 oz.,American Blonde Ale
2280,5.2%,"Chicago, IL",Half Acre Beer Company,N/A,148,Daisy Cutter Pale Ale,16 oz.,American Pale Ale (APA)
2281,4.7%,"Boulder, CO",Avery Brewing Company,42,146,Avery Joe’s Premium American Pilsner,12 oz.,German Pilsener
2282,5.5%,"Denver, CO",Wynkoop Brewing Company,40,145,Silverback Pale Ale,12 oz.,American Pale Ale (APA)
2283,5.4%,"Williams, AZ",Grand Canyon Brewing Company,N/A,143,Grand Canyon Sunset Amber Ale,12 oz.,American Amber / Red Ale
2284,???,"Williams, AZ",Grand Canyon Brewing Company,N/A,142,Black Iron India Pale Ale,12 oz.,American IPA
2285,5.0%,"Stevens Point, WI",Stevens Point Brewery,7,141,Point Nude Beach Summer Wheat (2010),12 oz.,American Pale Wheat Ale
2286,5.4%,"Stevens Point, WI",Stevens Point Brewery,33,140,Point Cascade Pale Ale,12 oz.,American Pale Ale (APA)
2287,4.7%,"Stevens Point, WI",Stevens Point Brewery,14,139,Point Amber Classic,12 oz.,American Amber / Red Lager
2288,4.7%,"Stevens Point, WI",Stevens Point Brewery,9,138,Point Special Lager,12 oz.,American Adjunct Lager
2289,5.5%,"Utica, NY",Matt Brewing Company,N/A,133,Saranac Pale Ale (16 oz.),16 oz.,English Pale Ale
2290,8.5%,"Lake Havasu City, AZ",Mudshark Brewing Company,N/A,132,Full Moon Belgian White Ale (2007),12 oz.,Witbier
2291,5.5%,"Lake Havasu City, AZ",Mudshark Brewing Company,N/A,131,Dry Heat Hefeweizen (2006),12 oz.,Hefeweizen
2292,5.9%,"Dillon, CO",Pug Ryan's Brewery,14,130,Morning Wood Wheat (Current),12 oz.,American Pale Wheat Ale
2293,5.0%,"Covington, LA",Covington Brewhouse,N/A,129,Heiner Brau Kölsch,12 oz.,Kölsch
2294,5.1%,"O'Fallon, MO",O'Fallon Brewery,7,128,O'Fallon Wheach,12 oz.,Fruit / Vegetable Beer
2295,5.9%,"Boston, MA",Harpoon Brewery,42,126,Harpoon IPA (2010),12 oz.,American IPA
2296,5.8%,"Flagstaff, AZ",Lumberyard Brewing Company,N/A,125,Lumberyard Red Ale,12 oz.,American Amber / Red Ale
2297,5.5%,"Chandler, AZ",SanTan Brewing Company,20,124,Epicenter Amber Ale (2010),12 oz.,American Amber / Red Ale
2298,7.5%,"Kearney, NE",Thunderhead Brewing Company,N/A,122,Golden Frau Honey Wheat,12 oz.,Braggot
2299,???,"Kearney, NE",Thunderhead Brewing Company,N/A,121,Cornstalker Dark Wheat,12 oz.,American Dark Wheat Ale
2300,5.2%,"Newport, RI",Coastal Extreme Brewing Company,24,120,Hurricane Amber Ale,12 oz.,American Amber / Red Ale
2301,5.9%,"Afton, VA",Blue Mountain Brewery,60,119,Full Nelson Pale Ale (2010),12 oz.,American Pale Ale (APA)
2302,6.5%,"Fort Collins, CO",New Belgium Brewing Company,70,115,Ranger IPA (Current),12 oz.,American IPA
2303,5.0%,"Durham, NC",Triangle Brewing Company,N/A,114,Triangle White Ale,12 oz.,Witbier
2304,8.0%,"Durham, NC",Triangle Brewing Company,N/A,113,Triangle Belgian Golden Ale,12 oz.,Belgian Strong Pale Ale
2305,5.0%,"Estacada, OR",Fearless Brewing Company,N/A,112,Fearless Scottish Ale,16 oz.,Scottish Ale
2306,5.5%,"Wilson, WI",Dave's Brewfarm,N/A,110,BrewFarm Select Golden Lager,12 oz.,American Pale Lager
2307,4.5%,"Eau Claire, WI",Northwoods Brewpub,N/A,109,Floppin' Crappie,12 oz.,American Pale Wheat Ale
2308,5.6%,"Boulder, CO",Avery Brewing Company,10,108,White Rascal,12 oz.,Witbier
2309,6.3%,"Boulder, CO",Avery Brewing Company,69,107,Avery India Pale Ale,12 oz.,American IPA
2310,5.5%,"Boulder, CO",Avery Brewing Company,17,106,Ellie’s Brown Ale,12 oz.,American Brown Ale
2311,5.0%,"Manhattan, KS",Tallgrass Brewing Company,16,105,Köld Lager (2010),16 oz.,German Pilsener
2312,7.2%,"Manhattan, KS",Tallgrass Brewing Company,93,104,Oasis (2010),16 oz.,American Double / Imperial IPA
2313,4.4%,"Manhattan, KS",Tallgrass Brewing Company,22,103,Tallgrass Ale,16 oz.,American Brown Ale
2314,5.0%,"Manhattan, KS",Tallgrass Brewing Company,20,102,Buffalo Sweat (2010),16 oz.,Milk / Sweet Stout
2315,6.3%,"Manhattan, KS",Tallgrass Brewing Company,60,101,Tallgrass IPA,16 oz.,American IPA
2316,5.5%,"Ukiah, CA",Ukiah Brewing Company,N/A,98,Pilsner Ukiah,12 oz.,German Pilsener
2317,5.5%,"Rochester, MI",Rochester Mills Brewing Company,N/A,97,Lazy Daze Lager,12 oz.,American Adjunct Lager
2318,5.5%,"Leavenworth, KS",High Noon Saloon And Brewery,N/A,96,Annie's Amber Ale,12 oz.,American Amber / Red Ale
2319,7.0%,"Baltimore, MD",The Brewer's Art,N/A,94,Resurrection,12 oz.,Dubbel
2320,4.9%,"Durango, CO",Steamworks Brewing Company,17,92,Colorado Kölsch,12 oz.,Kölsch
2321,5.7%,"Durango, CO",Steamworks Brewing Company,25,91,Steam Engine Lager,12 oz.,American Amber / Red Lager
2322,6.5%,"Durango, CO",Steamworks Brewing Company,65,90,Third Eye Pale Ale,12 oz.,American IPA
2323,5.0%,"Midvale, UT",Bohemian Brewery,N/A,89,Czech Pilsner,12 oz.,Czech Pilsener
2324,5.0%,"Midvale, UT",Bohemian Brewery,N/A,88,Viennese Lager,12 oz.,Vienna Lager
2325,5.5%,"Missoula, MT",Kettle House Brewing Company,50,87,Eddy Out Pale Ale,16 oz.,American Pale Ale (APA)
2326,6.5%,"Missoula, MT",Kettle House Brewing Company,65,86,Double Haul IPA,16 oz.,American IPA
2327,6.5%,"Missoula, MT",Kettle House Brewing Company,11,85,Cold Smoke Scotch Ale,16 oz.,Scotch Ale / Wee Heavy
2328,5.2%,"Denver, CO",Wynkoop Brewing Company,N/A,84,Rail Yard Ale (2009),12 oz.,American Amber / Red Ale
2329,5.4%,"Denver, CO",Breckenridge Brewery,19,83,Avalanche Ale,12 oz.,American Amber / Red Ale
2330,5.2%,"Seattle, WA",Pyramid Breweries,18,82,Haywire Hefeweizen (2010),16 oz.,Hefeweizen
2331,4.9%,"Boulder, CO",Boulder Beer Company,35,81,Hazed & Infused (2010),12 oz.,American Pale Ale (APA)
2332,5.8%,"Boulder, CO",Upslope Brewing Company,N/A,80,Upslope Pale Ale,12 oz.,American Pale Ale (APA)
2333,7.2%,"Boulder, CO",Upslope Brewing Company,N/A,79,Upslope India Pale Ale,12 oz.,American IPA
2334,5.8%,"Boonville, CA",Anderson Valley Brewing Company,15,78,Boont Amber Ale (2011),12 oz.,American Amber / Red Ale
2335,5.6%,"Boonville, CA",Anderson Valley Brewing Company,4,77,Summer Solstice (2011),12 oz.,Cream Ale
2336,5.5%,"Boonville, CA",Anderson Valley Brewing Company,28,76,Poleeko Gold Pale Ale (2009),12 oz.,American Pale Ale (APA)
2337,6.5%,"Mammoth Lakes, CA",Mammoth Brewing Company,N/A,75,Epic IPA,12 oz.,American IPA
2338,4.2%,"Mammoth Lakes, CA",Mammoth Brewing Company,N/A,74,Golden Trout Pilsner,12 oz.,German Pilsener
2339,4.5%,"Mammoth Lakes, CA",Mammoth Brewing Company,N/A,73,Real McCoy Amber Ale (Current),12 oz.,American Amber / Red Ale
2340,4.8%,"Fort Collins, CO",New Belgium Brewing Company,N/A,72,Sunshine Wheat Beer (2009),12 oz.,American Pale Wheat Ale
2341,5.2%,"Fort Collins, CO",New Belgium Brewing Company,18,71,Fat Tire Amber Ale (2008),12 oz.,American Amber / Red Ale
2342,5.3%,"Durango, CO",Ska Brewing Company,N/A,70,True Blonde Ale,12 oz.,American Blonde Ale
2343,6.1%,"Durango, CO",Ska Brewing Company,N/A,69,Euphoria Pale Ale,12 oz.,American Pale Ale (APA)
2344,5.7%,"Durango, CO",Ska Brewing Company,58,68,ESB Special Ale,12 oz.,Extra Special / Strong Bitter (ESB)
2345,6.8%,"Durango, CO",Ska Brewing Company,65,67,Modus Hoperandi,12 oz.,American IPA
2346,5.2%,"Brooklyn, NY",Brooklyn Brewery,N/A,66,Brooklyn Lager (16 oz.),16 oz.,American Amber / Red Lager
2347,5.2%,"Brooklyn, NY",Brooklyn Brewery,N/A,65,Brooklyn Lager (12 oz.),12 oz.,American Amber / Red Lager
2348,???,"Prescott, AZ",Prescott Brewing Company,N/A,64,Liquid Amber Ale,12 oz.,American Amber / Red Ale
2349,5.2%,"Middleton, WI",Capital Brewery,N/A,63,Wisconsin Amber (2013),12 oz.,Vienna Lager
2350,5.0%,"Middleton, WI",Capital Brewery,N/A,62,U.S. Pale Ale,12 oz.,American Pale Ale (APA)
2351,???,"Middleton, WI",Capital Brewery,N/A,61,Supper Club Lager,12 oz.,American Pale Lager
2352,???,"Houghton, MI",Keweenaw Brewing Company,N/A,60,Widow Maker Black Ale,12 oz.,American Brown Ale
2353,???,"Houghton, MI",Keweenaw Brewing Company,N/A,59,Lift Bridge Brown Ale,12 oz.,American Brown Ale
2354,???,"Houghton, MI",Keweenaw Brewing Company,N/A,58,Pick Axe Blonde Ale,12 oz.,American Blonde Ale
2355,???,"Houghton, MI",Keweenaw Brewing Company,N/A,57,Red Jacket Amber Ale,12 oz.,American Amber / Red Ale
2356,5.6%,"Nantucket, MA",Cisco Brewers,N/A,56,Whale's Tale Pale Ale,12 oz.,English Pale Ale
2357,5.3%,"Indianapolis, IN",Sun King Brewing Company,20,55,Sunlight Cream Ale,16 oz.,Cream Ale
2358,5.6%,"Indianapolis, IN",Sun King Brewing Company,50,54,Osiris Pale Ale (2010),16 oz.,American Pale Ale (APA)
2359,4.5%,"Saint Louis, MO",Schlafly Brewing Company,17,53,Schlafly Summer Lager,12 oz.,Munich Helles Lager
2360,4.9%,"Garrattsville, NY",Butternuts Beer and Ale,N/A,52,Heinnieweisse Weissebier,12 oz.,Hefeweizen
2361,6.8%,"Garrattsville, NY",Butternuts Beer and Ale,N/A,51,Snapperhead IPA,12 oz.,American IPA
2362,4.9%,"Garrattsville, NY",Butternuts Beer and Ale,N/A,50,Moo Thunder Stout,12 oz.,Milk / Sweet Stout
2363,4.3%,"Garrattsville, NY",Butternuts Beer and Ale,N/A,49,Porkslap Pale Ale,12 oz.,American Pale Ale (APA)
2364,5.4%,"Gig Harbor, WA",7 Seas Brewing Company,30,48,British Pale Ale,16 oz.,English Pale Ale
2365,8.4%,"Gig Harbor, WA",7 Seas Brewing Company,82,47,Ballz Deep Double IPA,16 oz.,American Double / Imperial IPA
2366,8.3%,"Conroe, TX",Southern Star Brewing Company,50,46,Buried Hatchet Stout,12 oz.,Foreign / Export Stout
2367,6.5%,"Conroe, TX",Southern Star Brewing Company,45,45,Pine Belt Pale Ale,16 oz.,American Pale Ale (APA)
2368,5.0%,"Conroe, TX",Southern Star Brewing Company,20,44,Bombshell Blonde,12 oz.,American Blonde Ale
2369,9.0%,"Woodbridge, CT",New England Brewing Company,N/A,43,668 Neighbor of the Beast (16 oz.) (2010),16 oz.,Belgian Pale Ale
2370,8.8%,"Woodbridge, CT",New England Brewing Company,85,42,Gandhi-Bot Double IPA (16 oz.) (2010),16 oz.,American Double / Imperial IPA
2371,5.0%,"Woodbridge, CT",New England Brewing Company,N/A,41,Elm City Lager (2007),12 oz.,American Pilsner
2372,5.0%,"Woodbridge, CT",New England Brewing Company,N/A,40,Atlantic Amber Ale (2007),12 oz.,American Amber / Red Ale
2373,6.2%,"Woodbridge, CT",New England Brewing Company,N/A,39,Sea Hag IPA (Current),12 oz.,American IPA
2374,5.6%,"Ashland, OR",Caldera Brewing Company,55,38,Caldera Pale Ale (2011),12 oz.,American Pale Ale (APA)
2375,5.4%,"Ashland, OR",Caldera Brewing Company,24,37,Ashland Amber Ale,12 oz.,American Amber / Red Ale
